Date,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
2023-04-01,267659.08,303728.33,167206.34,167206.34,4315.02,4336.2
2023-04-02,259493.48,345940.34,153660.67,153660.67,3504.74,3550.58
2023-04-03,286805.48,300335.07,161210.88,161041.31,4124.72,4154.05
2023-04-04,267028.13,292502.09,155332.47,155332.47,4278.65,4229.25
2023-04-05,264427.61,279036.97,146948.72,146948.72,4342.79,4221.88
2023-04-06,291391.59,270448.49,158728.22,158728.22,4675.32,4491.14
2023-04-07,279102.02,298966.81,165202.46,165202.46,4466.46,4366.24
2023-04-08,301594.97,286010.21,163459.87,163459.87,5344.99,4976.43
2023-04-09,317519.45,324314.65,188884.55,188884.55,5189.64,4979.86
2023-04-10,346029.4,274291.17,190835.45,190835.45,6703.17,6143.06
2023-04-11,322341.52,256427.38,180973.51,180973.51,6813.49,6294.93
2023-04-12,324841.53,257565.9,174346.6,174346.6,6977.55,6282.15
2023-04-13,315466.25,235868.11,153461.01,153461.01,6890.49,6070.14
2023-04-14,313910.33,230192.3,151203.54,151203.54,6903.04,6249.03
2023-04-15,347326.76,208872.41,146942.69,146942.69,7163.9,6320.57
2023-04-16,317403.65,233171.53,141071.29,141071.29,6651.62,6176.53
2023-04-17,340536.55,237998.56,156959.81,150772.92,7037.56,6388.54
2023-04-18,407246.27,238656.01,163506.87,154544.39,7162.8,6740.58
2023-04-19,449838.24,219611.01,169131.76,160267.99,7431.81,7034.59
2023-04-20,395484.17,199264.1,135615.98,128539.44,7063.19,6011.26
2023-04-21,381797.93,187627.4,122440.93,111034.33,7103.74,6065.84
2023-04-22,282417.67,213262.31,108660,105131.37,6218.66,5639.16
2023-04-23,211456.79,289100.14,109767.9,109450.4,3919.76,3896.09
2023-04-24,248288.88,270908.47,128551.11,125255.49,5002.8,4910.88
2023-04-25,238918.5,295866.06,129752.52,128116.63,4188,4119.13
2023-04-26,240812.7,289393.19,130603.5,128955.35,4218.47,4129.08
2023-04-27,247486.53,297109.89,131434.63,130158.47,3975.66,3874.58
2023-04-28,246536.83,277420.62,132027.53,131225.68,4025.2,3954.43
2023-04-29,237867.75,294989,130559.96,130699.33,3790.61,3750.84
2023-04-30,186124.36,331153.88,116949.82,115478.31,3033.19,2998.55
2023-05-01,109413.89,339120.21,90102.76,90102.76,2840.51,2903.64
2023-05-02,148022.77,346873.55,112092.23,112092.23,3042.68,3055.14
2023-05-03,162061.94,327779.28,122354.42,122354.42,3114.5,3180.99
2023-05-04,185689.17,249851.47,122990.26,122990.26,3609.86,3630.04
2023-05-05,182978.9,257929.47,119950.49,119950.49,3639.64,3675.95
2023-05-06,204564.77,251492.28,131151.57,131151.57,3833.42,3829.27
2023-05-07,195296.08,296268.86,132028.55,132028.55,3635.27,3648.69
2023-05-08,256019.18,225938.26,135755.04,135755.04,5235.14,5036.23
2023-05-09,221616.68,230084.71,135200.56,135200.56,5354.91,5318.52
2023-05-10,268390.96,222247.64,141932.12,142345.1,6060.01,5722.98
2023-05-11,257381.63,247701.19,132997.56,132997.56,5543.41,5349.82
2023-05-12,263628.99,232758.06,135639.69,135639.69,5799.13,5570.63
2023-05-13,247766.38,299006.39,151216.73,151216.73,4930.44,4962.93
2023-05-14,202358.85,331469.35,131188.75,131188.75,4061.72,4110.29
2023-05-15,218617.2,239400.21,126386.03,126386.03,4822.31,5016.11
2023-05-16,208067.34,265759.95,121905.52,121905.52,4603.59,4730.93
2023-05-17,247259.09,214387.03,119540.18,119540.18,5711.3,5749.79
2023-05-18,314821.72,202203.43,133325.44,133325.44,6677.67,6061.33
2023-05-19,308716,207998.9,142887.87,142887.87,6523.18,6227.88
2023-05-20,305828.6,211987.94,142295.88,142295.88,6574.89,6344.38
2023-05-21,240582.41,269436.42,130089.58,130089.58,5116.54,5440.37
2023-05-22,270732.04,278827.37,144738.34,144738.34,5618.67,5955.52
2023-05-23,220527.56,301775.83,127597.28,127597.28,5017.12,5114.18
2023-05-24,214665.71,302921.14,136569.37,136569.37,5022.04,5042.6
2023-05-25,176723.89,410174.33,133426.23,133426.23,3470.08,3416.19
2023-05-26,177133.41,320176.61,119611.28,119611.28,3504.13,3577.28
2023-05-27,165325.84,355348.72,123621.79,123621.79,2897.59,3010.98
2023-05-28,198383.45,275413.77,121518.23,121518.23,3655.31,3746.4
2023-05-29,253748.06,229278.17,129749.63,129749.63,5576.32,5497.69
2023-05-30,227723.58,223902.41,125357.06,125357.06,5436.19,5419.77
2023-05-31,236116,231947.35,126125.54,126125.54,5943.32,5796.67
2023-06-01,273951.72,224625.67,156409.65,156409.65,6060.58,5824.44
2023-06-02,277978.88,263927.53,170591.1,170591.1,5641.77,5484.91
2023-06-03,271098.37,259864.04,161027.38,161027.38,5770.27,5652.39
2023-06-04,238219.62,272979.26,155368.31,155368.31,5690.8,5767.79
2023-06-05,262935.04,258405.15,161751.88,161751.88,5713.95,5519.61
2023-06-06,267302.92,191057.59,130210.09,130210.09,6527.92,5952.11
2023-06-07,277107.8,202071.07,133082.11,133082.11,6520.71,6013.02
2023-06-08,285738.25,210458.77,139278.26,139278.26,6281.36,5666.94
2023-06-09,257603.17,202160.85,135361.98,135361.98,6395.5,5995.29
2023-06-10,256558.9,199532.67,126293.64,126293.64,6551.3,5906.11
2023-06-11,212773.4,260458.78,128040.62,128040.62,5144.46,5257.78
2023-06-12,232430.89,240334.51,138432.39,138432.39,5588.93,5542.31
2023-06-13,207834.08,231936.58,123280.57,123280.57,5481.25,5398.62
2023-06-14,233179.73,235971.04,128001.47,128001.47,5666.47,5525.88
2023-06-15,201495.37,240702.85,114913.9,114913.9,5242.61,5035.06
2023-06-16,251335.32,219545.64,117132.96,117132.96,6020.42,5629.85
2023-06-17,301868.36,191123.55,123601.38,123601.38,6793.4,6398.46
2023-06-18,233084.43,239288.06,120164.75,120164.75,5424.31,5248.36
2023-06-19,293953.98,231448.64,138746.68,138746.68,5812.75,5166.12
2023-06-20,249989.44,234305.26,144081.43,144081.43,5535.99,4995.2
2023-06-21,283249.69,225678.58,148601.18,148601.18,6041.53,5483.19
2023-06-22,282722.1,246337.07,142178.43,142178.43,5779.97,5267.17
2023-06-23,251432.75,301600.45,147806.44,147806.44,5038.59,4941.66
2023-06-24,272433.65,286130.64,152688.55,152688.55,5518,5314.97
2023-06-25,211449.36,347771.75,143955.21,143315.02,4241.35,4488.62
2023-06-26,178198.41,414050.63,130684.59,130684.59,3079.14,3132.32
2023-06-27,194919.03,379318.24,130148.39,130148.39,3241.05,3270.54
2023-06-28,185033.02,339748.5,127559.52,127559.52,3644.33,3669.77
2023-06-29,168332.93,373833.52,130554.51,130554.51,2918.36,2902.61
2023-06-30,183525.02,336969.77,124032.05,124032.05,3725.97,3671.95
2023-07-01,181819.25,365043.21,135723.6,135723.6,3468.65,3552.81
2023-07-02,189153.01,358214.45,137708.99,137708.99,3077.73,3249.42
2023-07-03,230873.02,252282.83,133111.83,133111.83,4621.29,4598.82
2023-07-04,242704.74,251617.76,130850.75,130850.75,4927.94,4832.51
2023-07-05,227859.23,229317.21,127207.51,127207.51,5218,4903.81
2023-07-06,256795.64,247419.93,135030.93,135030.93,5230.51,5028.17
2023-07-07,206325.38,274710.1,113270.98,113270.98,4103.56,3958.76
2023-07-08,201191.55,310108.23,123380.56,123380.56,3459.49,3416.95
2023-07-09,141065.7,338700.32,106130.1,106130.1,2437.58,2523.94
2023-07-10,219846.37,299269.08,133261.36,133261.36,3844.46,3826.39
2023-07-11,271866.88,243036.87,128811.87,128811.87,5264.91,4932.56
2023-07-12,261021.09,285201.75,135106.11,135106.11,4873.23,4723.17
2023-07-13,302762.86,260488.63,144295.37,144295.37,5410.63,4991
2023-07-14,312444.94,242282.81,141044.99,141044.99,5624.73,5221.73
2023-07-15,308535.87,257743.52,150078.05,150078.05,5602.54,5096.78
2023-07-16,280374.01,284658.82,133435.25,133435.25,5259.43,4913.61
2023-07-17,261022.4,261480.81,138482.72,138482.72,5247.46,4938.08
2023-07-18,270567.9,276561.9,141067.72,141067.72,4941.15,4552.37
2023-07-19,239054.85,312529.33,132139.98,132139.98,4570.37,4535.41
2023-07-20,240982.31,279411.46,127514.43,127514.43,4953.99,4851.37
2023-07-21,268546.98,260394.06,128779,128779,5355.46,5191.81
2023-07-22,263675.67,283383.27,141170.13,141170.13,5304.38,5333.16
2023-07-23,227810.91,297026.42,126115.37,126115.37,4327.71,4833.82
2023-07-24,235766.82,248470.2,116656.93,116656.93,4804.36,4912.11
2023-07-25,236850.05,248186.8,120697.33,120697.33,4917.98,5152.93
2023-07-26,225011.54,235868.58,120990.44,120990.44,5161.17,5471.64
2023-07-27,203243.36,267710.37,114663.25,114663.25,4583.16,5027.31
2023-07-28,183239.13,333356.46,108992.3,108992.3,3608.53,3665.12
2023-07-29,177202.65,329331.59,107313.26,107313.26,3393.48,3393.68
2023-07-30,182748.3,323952.81,108966.97,108966.97,2852.38,2812.25
2023-07-31,219377.8,258622.61,124204.75,124204.75,4530.49,4746.25
2023-08-01,265055.74,262326.57,145052.93,145052.93,5136.96,5517.6
2023-08-02,192560.84,306353.11,120402.46,120402.46,3729.75,3749.36
2023-08-03,187433.01,325436.82,107467.45,107467.45,3387.97,3425.42
2023-08-04,251942.43,335873.98,136694.43,136694.43,3962.75,4082.89
2023-08-05,258948.1,329045.84,153662.81,153662.81,4306.35,4477.53
2023-08-06,216374.99,365217.74,123898.9,123898.9,3366.07,3394.14
2023-08-07,251063.54,283980.28,142366.68,142366.68,4880.85,4981.41
2023-08-08,258016.41,264083.72,140947.93,140947.93,5090.24,4763.33
2023-08-09,326753.92,221847.85,143561.61,143561.61,6404.96,5848.38
2023-08-10,369328.86,193575.71,142534.77,142534.77,7437.28,6898.43
2023-08-11,477838.24,182810.22,145614.94,145614.94,7991.22,7254.88
2023-08-12,392298.09,168351.77,121571.55,121571.55,7799.78,7211.7
2023-08-13,272955.31,218837.32,129880.28,129880.28,5882.67,5417.83
2023-08-14,325978.46,215365.09,145464.64,145464.64,6205.69,5529.26
2023-08-15,236329.1,242553.32,143896.39,143896.39,5364.07,5088.42
2023-08-16,350149.57,166092.37,139489.21,139489.21,7733.41,7142.36
2023-08-17,394775.08,146581.8,126134.91,126134.91,8937.44,8524.29
2023-08-18,394698.75,136249.32,120210.73,120210.73,9229.41,8889.99
2023-08-19,379101.78,142428.11,124459.9,124459.9,8906.86,8351.18
2023-08-20,300616.06,180688.7,116237.3,116237.3,6903.68,6243.17
2023-08-21,343499.91,152521.64,117683.24,117683.24,8033.56,7443.81
2023-08-22,411581.06,133428.98,112015.01,112015.01,9363.97,9033.26
2023-08-23,445868.61,105555.91,76230.49,76230.49,9326.53,8981.07
2023-08-24,313931.25,153529.31,110352.13,110352.13,8156.6,7556.56
2023-08-25,342323.01,159342.16,119495.39,119495.39,8305.16,7866.72
2023-08-26,325610.04,162819.53,122629.88,122629.88,7930.15,7386.42
2023-08-27,242652.79,211483.66,124192.29,124192.29,6341.9,5880.76
2023-08-28,357093.58,166026.83,120284.66,120284.66,7961.62,7472.99
2023-08-29,336259.42,153033.78,105870.06,105870.06,7921.92,7494.13
2023-08-30,364208.16,149459.93,111713.98,111713.98,8640.8,8172.96
2023-08-31,472716.72,95704.88,91390.97,91390.97,9072.23,8789.03
2023-09-01,562165.74,74316.73,74076.58,74076.58,10000,10000
2023-09-02,573824.76,68077.7,68077.59,68077.59,10000,10000
2023-09-03,506095.58,75449.67,75449.57,75449.57,10000,10000
2023-09-04,479010.48,76312.1,76312.05,76312.05,10000,10000
2023-09-05,314809.58,135972.4,120604.27,120604.27,8955.26,8565.33
2023-09-06,294082.7,162553.25,126654.78,126654.78,7992.5,7603.79
2023-09-07,270192.32,174541.78,129156,129156,6722.43,6293.2
2023-09-08,212230.06,174318.93,102067.38,102067.38,5976.85,5733.19
2023-09-09,214492.87,185848.27,116862.72,116862.72,5871.89,5557.18
2023-09-10,137069.69,225503.91,100418.52,100418.52,3700.29,3591.01
2023-09-11,184379.46,181206.79,102942.82,102942.82,4432.25,4305.04
2023-09-12,202825.45,163053.32,93501.98,93501.98,4954.39,4741.58
2023-09-13,216279.22,152505.81,96863.04,96863.04,5994.31,5919.14
2023-09-14,263229.39,135337.11,101263.53,101263.53,6754.77,6378.6
2023-09-15,273881.55,134231.02,115401.86,115401.86,7813.53,7536.91
2023-09-16,249443.07,152278.16,118413.59,118413.59,6858.95,6722.37
2023-09-17,187370.59,242255.67,122263.5,122263.5,4053.09,3972.93
2023-09-18,192357.8,273238.78,139117.13,139117.13,4011.55,3974.76
2023-09-19,194531.43,274455.48,131636.01,131636.01,4259.13,4256.27
2023-09-20,228704.1,256387.58,136446.52,136446.52,4595.87,4537.76
2023-09-21,231232.74,191651.35,130815.57,130815.57,6487.59,5979.01
2023-09-22,211852.6,184945.73,119941.5,119941.5,5968.13,5675.6
2023-09-23,194025.73,250597.67,131120.01,131120.01,4716.84,4598.85
2023-09-24,165386.54,267763.69,111795.52,111795.52,4451.29,4534.38
2023-09-25,216540.7,251397.5,120390.61,120390.61,5011.29,5080.89
2023-09-26,191484,269751.09,125684.37,125684.37,4098.14,4135.04
2023-09-27,226808.78,220336.64,123582.04,123582.04,5549.33,5361.73
2023-09-28,186035.13,251088.4,127266.7,127266.7,4650.59,4672.58
2023-09-29,266173.16,181032.26,142019.75,142019.75,6996.38,6559.59
2023-09-30,215228.62,183739.09,125271.82,125271.82,6116.4,6083.06
2023-10-01,178835.58,300057.77,135287.37,135287.37,3775.48,3994.63
2023-10-02,218723.88,334680.64,153529.29,153529.29,3492,3642.72
2023-10-03,253685.99,326870.84,177504.8,177504.8,4098.32,4277.34
2023-10-04,269673.69,307726.12,178940.7,178875.81,4103.06,4228.01
2023-10-05,368359.99,240124.95,198241.19,198241.19,6514.61,6550.5
2023-10-06,388530.48,228685.54,202873.17,202873.17,7607.84,7537.8
2023-10-07,394972.24,203411.45,188431.23,188431.23,8325.19,8112.62
2023-10-08,382602.41,202236.65,186429.63,186429.63,8148.43,7925.18
2023-10-09,441309.59,149539.03,143609.96,143609.96,9130.98,8823.92
2023-10-10,604901.71,126382.42,126382.26,126382.26,10000,10000
2023-10-11,649255.56,120127.69,120127.55,120127.55,10000,10000
2023-10-12,620185.64,130495.04,130494.95,130494.95,10000,10000
2023-10-13,518872.48,107334.43,107334.34,107334.34,10000,10000
2023-10-14,469132.47,125376.43,120778.19,120778.19,9019.86,8862.03
2023-10-15,252442.99,172722.5,127806.5,127806.5,7057.53,7385.1
2023-10-16,356863.11,149297.32,135795.57,135795.57,8678.85,8623.28
2023-10-17,385620.23,159077.94,148381.86,148381.86,8969.45,8861.78
2023-10-18,321977.07,210682.29,166443.63,166443.63,7299.13,7116.37
2023-10-19,299526.21,220918.73,161138.16,160871.82,6909.05,6505.84
2023-10-20,319588.39,197713.5,159771.86,159771.86,7045.33,6697.91
2023-10-21,252449.2,213243.8,134689.76,134689.76,5454.03,5358.73
2023-10-22,196355.52,279328.36,135258.44,135258.44,4144.32,4331.96
2023-10-23,210215.36,282234.64,149734.65,149734.65,4268.34,4465.53
2023-10-24,166120.34,311542.27,113270,113270,3496.38,3496.05
2023-10-25,244747.64,272459.5,145032.54,145032.54,4670.04,4767.86
2023-10-26,244954.63,264342.96,153547.65,153547.65,4968,4946.12
2023-10-27,219270.54,275069.23,156221.17,156221.17,4832.88,4849.21
2023-10-28,245889.82,280501.25,156845.42,156845.42,4814.23,4912.64
2023-10-29,209706.91,302438.85,142802.61,142802.61,3892.28,3965.82
2023-10-30,256845.21,305169.8,164112.78,164112.78,4535.46,4533.55
2023-10-31,259749.91,274650.88,167865.36,167865.36,4773.41,4713.83
2023-11-01,284492.25,297653.69,189356.76,189356.76,4938.24,5047.84
2023-11-02,307377.36,314208.12,205730.82,205730.82,5008.32,5133.62
2023-11-03,287187.09,319266.78,199321.81,199321.81,4635.89,4721.57
2023-11-04,296540.56,298252.28,194526.91,194526.91,4973.76,4958.88
2023-11-05,269863.85,328354.87,185764.36,185764.36,4387.51,4516.78
2023-11-06,283578.56,318696.42,191489.11,191489.11,4715.46,4829.43
2023-11-07,254010.64,323730.57,170843.8,170843.8,4321.3,4484.1
2023-11-08,252252.39,317447.18,174647.13,174647.13,4203.34,4375.9
2023-11-09,271647.22,313655.83,190589.4,190589.4,4405.23,4521.8
2023-11-10,246667.98,299133.23,172270.77,172270.77,4164.51,4361.69
2023-11-11,225061.11,316693.95,161706.44,161706.44,3807.68,3943.21
2023-11-12,158716.91,366585.03,118454.73,118454.73,2863.55,2925.03
2023-11-13,160214.16,417234.7,123039.09,123039.09,2696.94,2748.44
2023-11-14,167773.81,347619.46,120504.49,120504.49,2858.75,2905.72
2023-11-15,206125.74,296833.76,138026.96,138026.96,3323.28,3375.29
2023-11-16,234601.26,297365.71,152918.77,152918.77,3614.61,3754.64
2023-11-17,245583.55,318933.7,172150.23,172150.23,3647.44,3794.9
2023-11-18,289555.21,316622.87,189602.27,189602.27,3941.68,4025.2
2023-11-19,280579.04,335154.29,185647.06,185647.06,3522.22,3617.37
2023-11-20,325764.55,296232.18,189491.02,189491.02,4397.9,4569.67
2023-11-21,328558.35,318907.33,204376.89,204376.89,4122.01,4179.99
2023-11-22,311276.61,314545.05,191224.49,191224.49,4200.24,4198.04
2023-11-23,352612.67,299778.84,202717.02,202717.02,4444.78,4442.19
2023-11-24,341365.31,280900.96,195343.64,195343.64,4537.66,4551.66
2023-11-25,332092.17,338792.11,208741.29,208741.29,4057.92,4123.83
2023-11-26,241443.01,362112.75,157545.76,157545.76,3233.77,3299.93
2023-11-27,269606.81,320498.6,173655.28,173655.28,3614.53,3720.55
2023-11-28,245421.48,297495.26,153258.28,153258.28,3499.65,3596.53
2023-11-29,245050.29,293983.66,142622.65,142622.65,3767.31,3963.89
2023-11-30,231852.69,285626.14,140589.08,140589.08,3687.65,3920.9
2023-12-01,203293.18,284665.54,137514.85,137514.85,3880.09,4173.46
2023-12-02,222822.5,291017.49,157587.31,157587.31,3860.54,4001.94
2023-12-03,185467.09,336815.06,143444.92,143444.92,3060.6,3115.12
2023-12-03,185467.09,336815.06,143444.92,143444.92,3060.6,3115.12
2023-12-04,186301.44,296083.77,135434.19,135434.19,3339.39,3442.59
2023-12-05,191511.75,293773.49,136826.29,136826.29,3403.99,3532.34
2023-12-06,185072.89,314548.06,139123.3,139123.3,3300.12,3471.54
2023-12-07,232534.93,305207.23,156886.02,156886.02,3864.3,4191.64
2023-12-08,246458.84,296177.11,170055.51,170055.51,4101.27,4469.35
2023-12-09,210692.48,356679.68,155886.37,155886.37,3699.59,4021.63
2023-12-10,196048.32,352434.26,140891.41,140891.41,3071.37,3151.59
2023-12-11,242876.46,326590.41,152894.54,152894.54,4072.33,4181.95
2023-12-12,279469.99,303552.86,161216.92,161216.92,4390.94,4580.79
2023-12-13,312669.1,305433.52,177896.24,177896.24,4859.4,4974.82
2023-12-14,305763.36,281723.74,166844.19,166844.19,5033.55,5199.99
2023-12-15,301546.59,285917.77,162366.99,162366.99,4916.79,5030.5
2023-12-16,299137.39,272225.31,151364.29,151364.29,5027.81,5060.32
2023-12-17,223951.52,324523.18,154636.17,154636.17,3557.75,3650.34
2023-12-18,250287.89,331934.59,161142.41,161142.41,4012.4,4125.96
2023-12-19,249943.55,305241.76,154512.46,154512.46,4494.99,4589.11
2023-12-20,266731.45,287889.58,149174.08,149174.08,4785.8,4917.01
2023-12-21,302505.79,287157.8,152865.98,152865.98,5177.72,5248.24
2023-12-22,348946.14,261738.24,151944.35,151944.35,5723.86,5708.22
2023-12-23,318176.73,254852.61,145346.28,145346.28,5977.95,5891.95
2023-12-24,261015.47,313337.54,151084.46,151084.46,4140.64,4279.48
2023-12-25,293836.83,263953.84,134770.11,134770.11,4703.72,4562.09
2023-12-26,316960.32,263290.43,149639.88,149639.88,5887.18,5822.8
2023-12-27,346389.57,254103.73,152249.7,152249.7,6124.52,6103.71
2023-12-28,339948.95,271975.2,164039.8,164039.8,5934.88,5938.28
2023-12-29,338771.36,294339.56,167863.97,167863.97,5693.3,5747.11
2023-12-30,337444.55,272850.34,157730.25,157730.25,5850.06,5910.77
2023-12-31,274720,310274.13,164320.82,164320.82,5010.38,5368.16
2024-01-01,290276.97,323576.93,177609.37,177609.37,5221.65,5510.02
2024-01-02,307354.13,294033.7,165873.11,165873.11,5575.56,5804.13
2024-01-03,261073.67,308382.67,158148.8,158148.8,5076.23,5431.58
2024-01-04,334977,308406.24,175979.09,175979.09,5574.8,5672.05
2024-01-05,370424.01,300997.96,180627.34,180627.34,5693.79,5894.56
2024-01-06,324946.49,286664.66,175617.39,175617.39,5698.24,5900.1
2024-01-07,279388.69,305203.61,177341.29,177341.29,5078.34,5509.53
2024-01-08,314634.53,284617.87,169734.57,169734.57,5767.05,5976.61
2024-01-09,291554.04,308026.6,176334.64,176334.64,5191.33,5324.97
2024-01-10,331156.46,331713.67,195502.85,195502.85,5547.23,5600.95
2024-01-11,316956.96,360614.93,197335.21,197335.21,5204.93,5402.85
2024-01-12,313859.46,359543.12,195872,195872,5189.45,5305.98
2024-01-13,306894.34,355256.89,185317.18,185317.18,5231.07,5519.68
2024-01-14,284744.78,348943.92,178291.94,178291.94,4293.63,4512.62
2024-01-15,326590.64,307650.28,174438.98,174438.98,5798.16,6052.26
2024-01-16,331239.11,283748.16,165866.6,165866.6,6019.62,6218.95
2024-01-17,331362.74,281687.11,171061.05,171061.05,5900.7,6273.93
2024-01-18,358700.03,270017.26,175151.98,175151.98,6178.47,6483.29
2024-01-19,374128.68,265646.77,173022.49,173022.49,6354.83,6571.9
2024-01-20,385933.33,256611.16,170267.96,170267.96,6538.15,6584.35
2024-01-21,306685.71,278862.72,172800.56,172800.56,5731.82,6002.46
2024-01-22,393013.51,263095.99,177953.24,177953.24,6623.44,6837.85
2024-01-23,385268.59,263495.22,174003.07,174003.07,6509.85,6665.22
2024-01-24,427446.17,256208.27,183783.23,183783.23,6727.38,6808.5
2024-01-25,427262.48,264134.52,185658.62,185658.62,6660.6,6812.18
2024-01-26,361013.76,289231.95,194577.45,194577.45,5945.7,6414.07
2024-01-27,379475.81,266431.44,178444.43,178444.43,6505.84,6609.4
2024-01-28,323316.44,300500.15,197597.34,197597.34,5752.56,5921.2
2024-01-29,393486.32,296377.49,196282.27,196282.27,6305.89,6393.44
2024-01-30,416253.34,264820.24,182384.16,182384.16,6492.11,6512.78
2024-01-31,392643.08,268091.01,178968.01,178968.01,6355.07,6402.73
2024-02-01,348900.74,239216.2,155837.68,155837.68,6488.42,6750.15
2024-02-02,281080.6,267417.84,153312.58,153312.58,5669.97,6056.55
2024-02-03,278566.75,242671.75,139711.11,139711.11,6095.6,6124.64
2024-02-04,200380.69,332364.22,143243.94,143243.94,4219.71,4413.23
2024-02-05,250095.37,306286.66,160155.89,160155.89,5607.33,5830.7
2024-02-06,260963.39,311292.99,170887.18,170887.18,5461.63,5558.04
2024-02-07,274350.45,268801.04,156845.76,156845.76,5720.97,5622.75
2024-02-08,285676.68,270054.82,162057.15,162057.15,5704.01,5720.3
2024-02-09,308977.99,278885.72,167780.48,167780.48,5800.99,5728.71
2024-02-10,308977.99,278885.72,159084.98,159084.98,5639.3,5647.42
2024-02-11,208744.47,323326.88,151768.08,151768.08,4132.4,4286.22
2024-02-12,309677.78,290262.46,177340.91,177340.91,5897.7,5969.97
2024-02-13,320912.49,292592.95,187533.93,187533.93,5841.73,5800.24
2024-02-14,298279.58,299351.89,176510.26,176510.26,5417.55,5414.29
2024-02-15,266106.61,308578.07,165493.13,165493.13,4904.79,5048.25
2024-02-16,254863.52,301197.82,162603.26,162603.26,4757.88,4813.34
2024-02-17,238399.19,319012.26,158925.76,158925.76,4221.24,4266.13
2024-02-18,190901.67,309137.42,127296.97,127296.97,3725.35,3744.33
2024-02-19,238008.65,317830.85,157697.6,157697.6,4034.97,4041.25
2024-02-20,226909.98,333515.67,155100.29,155100.29,3876.59,3914.29
2024-02-21,247695.39,336042.13,156654.89,156654.89,3947.24,4031.7
2024-02-22,278275.26,355964.83,185278.58,184731.76,4120.41,4183.44
2024-02-23,312469.55,313696.38,185294.95,185308.55,4983.16,5046.42
2024-02-24,321529.47,292396.04,191373.86,191373.86,5122.12,5066.21
2024-02-25,241041.29,347305.91,162973.16,162973.16,3814.36,3848.27
2024-02-26,286424.52,319550.5,188660.88,188660.88,4811.37,4828.39
2024-02-27,260392.04,346445.26,181355.16,181355.16,4003.14,4065.76
2024-02-28,222878.97,301908.07,147763.01,147763.01,3973.04,3974.82
2024-02-29,252322.82,272312.14,153740.61,153740.61,4836.18,4942.23
2024-03-01,223002.23,264165.88,136248.42,136248.42,4569.99,4857.1
2024-03-02,182309.95,311670.11,120137.81,120137.81,3576.7,3626.37
2024-03-03,183391.06,374799.4,140787.3,138021.17,3240.78,3233.45
2024-03-04,211347.42,322427.49,138554.22,139698.26,3647.54,3690.81
2024-03-05,188388.37,356923.46,123616.39,123783.9,3536.67,3558.9
2024-03-06,195060.74,359961.12,135308.1,136480.8,3366.54,3370.5
2024-03-07,219728.98,339839.49,151930.85,150549.51,3510.77,3528.29
2024-03-08,265350.77,330921.72,181747.08,180069.2,3913.62,3974.67
2024-03-09,283593.76,302866.22,174498.36,174752.01,4207.41,4255.62
2024-03-10,221881.97,376120.85,163016.59,160577.84,3408.04,3422.61
2024-03-11,258936.29,332389.75,170942.07,170155.59,3904.21,3988.14
2024-03-12,250147.42,322676.66,158088.67,158064.57,3657.13,3654.37
2024-03-13,264453.13,289937.24,158139.1,158139.1,4007.71,4046.92
2024-03-14,309199.11,244841.62,157845.99,157917.32,5034.73,4997.94
2024-03-15,298454.41,263493.2,167227.39,167145.58,4547.68,4511.53
2024-03-16,292969.32,253438.84,164728.69,164729.49,4804.08,4793.14
2024-03-17,255860.55,299113.67,151471.68,151471.68,3964.28,4014.29
2024-03-18,231687.81,271223.29,138606.32,138606.32,4033.19,4070.68
2024-03-19,257815.78,292951.87,155848.6,155848.6,4007.12,4043.5
2024-03-20,258589.11,316329.78,153502.25,153502.25,3918.49,3928.11
2024-03-21,266787.46,340363.38,168670.71,168670.71,3900.86,3921.63
2024-03-22,249819.9,357696.77,163707.23,163707.23,3673.36,3674.51
2024-03-23,259989.2,320884.14,164084.76,164084.76,3822.9,3858.3
2024-03-24,238625.17,354149.19,165767.97,165767.97,3488.61,3531.02
2024-03-25,166571.98,386094.2,123391.6,122585.33,2749.37,2855.43
2024-03-26,186177.71,362119.62,135399.23,135427.65,3189.07,3178.79
2024-03-27,214944.05,330772.12,133574.09,133572.72,3512.6,3548.73
2024-03-28,248132.22,277735.09,147142.02,147315.85,3945.03,3982.52
2024-03-29,279218.11,227497.53,135901.81,136334.49,4836.06,4844.08
2024-03-30,276454.85,254558.04,151518.05,151707.02,5164.61,5096.58
2024-03-31,217939.76,277273.09,133514.14,133514.14,4077.98,4204.2
2024-04-01,234366.35,220972.2,131369.87,131159.26,5218.68,4757.81
2024-04-02,232708.28,258864.05,132639.86,131768.54,4625.47,4471.91
2024-04-03,241152.77,264232.47,142860.42,141514.64,4321.82,4212.44
2024-04-04,272230.27,241621.01,149307.06,146900.63,5250.66,4986.62
2024-04-05,313666.5,231966.47,154289.81,153684.83,5867.38,5346.3
2024-04-06,307494.72,198811.2,145503.47,145503.43,6590.85,5825.78
2024-04-07,261264.42,268474.42,152347.03,152263.17,4854.02,4680.93
2024-04-08,287686.58,289722.03,181102.49,180897.91,4945.37,4621
2024-04-09,258710.2,324711.39,163707.05,163572.35,4440.11,4278.63
2024-04-10,264701.82,290203.03,157381.87,157299.47,4953.53,4588.98
2024-04-11,236743.4,332904.89,150957.83,149838.03,3995.4,3904.54
